state_code,state_name,district_name,dist_code,court_no,court_name
1,Maharashtra,Mumbai CMM Courts,23,3,ADDL. CHIEF METROPOLITAN MAGISTRATE COURT GIRGAON
1,Maharashtra,Mumbai CMM Courts,23,6,ADDL. CHIEF METROPOLITAN MAGISTRATE ANDHERI
1,Maharashtra,Mumbai CMM Courts,23,9,ADDL. CHIEF METROPOLITAN MAGISTRATES COURT KURLA
1,Maharashtra,Mumbai CMM Courts,23,10,ADDL. CHIEF METROPOLITAN MAGISTRATE COURT
1,Maharashtra,Mumbai CMM Courts,23,15,ADDL.CHIEF METROPOLITAN MAGISTRATE DADAR MUMBAI.
2,Andhra Pradesh,Ananthapur,2,1,District Court Complex
2,Andhra Pradesh,Chittoor,3,1,PRINCIPAL DISTRICT AND SESSIONS JUDGE
2,Andhra Pradesh,East Godavari,4,1,Prl. District Court
2,Andhra Pradesh,Guntur,5,1,District Court
2,Andhra Pradesh,Guntur,5,17,DISTRICT COURT TENALI
2,Andhra Pradesh,Kadapa,7,1,District and Sessions Courts
2,Andhra Pradesh,Kurnool,10,1,Prl.District and Sessions Court
2,Andhra Pradesh,Krishna,11,6,Prl. District Court
2,Andhra Pradesh,Nellore,15,1,District and Sessions Courts
2,Andhra Pradesh,Prakasham,17,1,PRL. DISTRICT JUDGE COURT
2,Andhra Pradesh,Srikakulam,19,1,Prl. District Court
2,Andhra Pradesh,Visakapatnam,20,1,PRINCIPAL DISTRICT  AND SESSIONS JUDGE
2,Andhra Pradesh,Vizianagaram,21,1,PRINCIPAL DISTRICT JUDGE COURT
2,Andhra Pradesh,West Godavari,23,1,Principal District and Sessions Court
2,Andhra Pradesh,Ananthapur,2,16,II Addl.District Judges Court Hindupur
2,Andhra Pradesh,Ananthapur,2,26,VI Addl.District Judge Court Gooty
2,Andhra Pradesh,Chittoor,3,5,ADDITIONAL DISTRICT JUDGE
2,Andhra Pradesh,Chittoor,3,19,II Additional District Court Madanapalle
2,Andhra Pradesh,East Godavari,4,3,III Addl. District And Sessions Court
2,Andhra Pradesh,East Godavari,4,6,II Addl. Dist. and Sessions Court Amalapuram
2,Andhra Pradesh,East Godavari,4,22,XII Addl. District and Sessions Judges court
2,Andhra Pradesh,East Godavari,4,34,VII ADDL. DISTRICT AND SESSIONS COURT PEDDAPURAM
2,Andhra Pradesh,Guntur,5,23,Addl District Judges Court Narasaraopet
2,Andhra Pradesh,Guntur,5,32,X ADDL. DISTRICT COURT
2,Andhra Pradesh,Kadapa,7,14,V Additional District Judge Court Rayachoty
2,Andhra Pradesh,Kadapa,7,15,II Additional District  Court Proddatur
2,Andhra Pradesh,Kadapa,7,27,III Additional District Judge Court Rajampet
2,Andhra Pradesh,Kurnool,10,6,II ADDITIONAL DISTRICT JUDGE COURT
2,Andhra Pradesh,Kurnool,10,15,III Addl.District Court Complex Nandyal
2,Andhra Pradesh,Kurnool,10,30,V Addl.District Court Complex Allagadda
2,Andhra Pradesh,Krishna,11,1,II Additional District Judge Vijayawada
2,Andhra Pradesh,Krishna,11,19,XI Addl District Court GUDIVADA
2,Andhra Pradesh,Krishna,11,23,XV ADDITIONAL DISTRICT AND SESSIONS COURT NUZVID
2,Andhra Pradesh,Nellore,15,10,VII Addl. District and Session Court
2,Andhra Pradesh,Prakasham,17,22,VI Addl District and Sessions Court Markapur
2,Andhra Pradesh,Srikakulam,19,13,VI Addl.District and Sessions Judge Court Sompeta
2,Andhra Pradesh,Visakapatnam,20,6,X Addl District and Session Judges Court AKP
2,Andhra Pradesh,Visakapatnam,20,10,XIII ADDITIONAL DISTRICT JUDGE COURT AT GAJUWAKA
2,Andhra Pradesh,Visakapatnam,20,24,Additional District Court Chodavaram
2,Andhra Pradesh,Vizianagaram,21,17,II Additional District and Sessions Court PVP
2,Andhra Pradesh,West Godavari,23,6,III ADDL DISTRICT COURT BHIMAVARAM
2,Andhra Pradesh,West Godavari,23,13,X ADDL DISTRICT COURT NARSAPUR
2,Andhra Pradesh,West Godavari,23,20,IX Additional District and Sessions Court
2,Andhra Pradesh,West Godavari,23,23,ADDITIONAL DISTRICT COURT TANUKU
2,Andhra Pradesh,Chittoor,3,23,XI Addl.District Court Complex Piler
2,Andhra Pradesh,Krishna,11,28,XVI Addl  District Judges Court Nandigama
2,Andhra Pradesh,West Godavari,23,20,IX Additional District and Sessions Court Kovvur
2,Andhra Pradesh,East Godavari,4,3,III Addl. District And Sessions Court Kakinada
2,Andhra Pradesh,East Godavari,4,31,III ADDL.JFCM COURT RAJAHMUNDRY
2,Andhra Pradesh,Krishna,11,5,Chief Metropolitan Magistrate Vijayawada
2,Andhra Pradesh,Visakapatnam,20,11,CHIEF METROPOLITAN MAGISTRATE COURT
3,Karnataka,BELAGAVI,1,1,Prl.  District and Session Judge
3,Karnataka,BAGALKOT,2,1,PRL. DISTRICT AND SESSION JUDGE
3,Karnataka,VIJAYAPURA,3,1,PRL. DISTRICT AND SESSIONS COURT
3,Karnataka,KALABURAGI,4,1,Prl Dist and Sessions Court Kalaburagi
3,Karnataka,BIDAR,5,1,District and Sessions Court
3,Karnataka,RAICHUR,6,1,PRL DISTRICT AND SESSIONS JUDGE
3,Karnataka,KOPPAL,7,1,Prl.District and Sessions Court Koppal
3,Karnataka,GADAG,8,1,Prl District and Sessions Judge
3,Karnataka,DHARWAD,9,1,PRL. DISTRICT AND SESSIONS JUDGE
3,Karnataka,UTTARA KANNADA,10,1,PRL. DISTRICT AND SESSIONS JUDGE COURT
3,Karnataka,HAVERI,11,1,Prl District and Sessions Judge
3,Karnataka,BALLARI,12,1,PRL DISTRICT AND SESSIONS JUDGE
3,Karnataka,CHITRADURGA,13,1,Prl. District and Sessions Judge
3,Karnataka,DAVANGERE,14,1,PRL DISTRICT AND SESSION JUDGE
3,Karnataka,SHIVAMOGGA,15,1,Prl. District and Sessions Judge.
3,Karnataka,UDUPI,16,1,PRL. DISTRICT AND SESSIONS JUDGE
3,Karnataka,CHIKKAMAGALURU,17,1,PRL.DISTRICT AND SESSIONS JUDGE
3,Karnataka,TUMAKURU,18,1,Prl. District and Sessions Judge
3,Karnataka,KOLAR,19,1,PRL.DISTRICT AND SESSIONS JUDGE
3,Karnataka,BENGALURU RURAL,21,1,PRL. DISTRICT AND SESSION JUDGE
3,Karnataka,MANDYA,22,1,PRL. DISTRICT AND SESSIONS JUDGE
3,Karnataka,HASSAN,23,1,Prl.District and Sessions Judge
3,Karnataka,DAKSHINA KANNADA,24,17,PRL. DISTRICT  AND SESSIONS JUDGE
3,Karnataka,KODAGU,25,1,PRL. DISTRICT AND SESSIONS JUDGE
3,Karnataka,MYSURU,26,3,PRL. DISTRICT AND SESSIONS JUDGE
3,Karnataka,RAMANAGARAM,28,1,PRL.DISTRICT AND SESSIONS JUDGE
3,Karnataka,CHIKKABALLAPUR,29,1,Prl. District and Sessions Court
3,Karnataka,YADGIR.,30,1,District and Sessions Judge
3,Karnataka,CHAMRAJNAGAR,27,1,PRL. DISTRICT AND SESSIONS JUDGE COURT
3,Karnataka,BENGALURU,20,3,PRL. CITY CIVIL AND SESSIONS JUDGE
3,Karnataka,BENGALURU,20,7,PRL. CITY CIVIL AND SESSIONS JUDGE
3,Karnataka,UTTARA KANNADA,10,18,1st ADDL. Dist AND SESSIONS JUDGE SITTING AT SIRSI
3,Karnataka,HAVERI,11,13,II Addl District and Sessions Judge Ranebennur
3,Karnataka,BALLARI,12,16,III ADDL DISTRICT AND SESSIONS JUDGE HOSAPETE
3,Karnataka,UDUPI,16,7,ADDL.DISTRICT AND SESSIONS JUDGE-SIT AT KUNDAPURA
3,Karnataka,TUMAKURU,18,22,V Addl. District and Sessions Judge Tiptur
3,Karnataka,TUMAKURU,18,23,IV Addl. District and Sessions Court Madhugiri
3,Karnataka,BENGALURU RURAL,21,5,IV ADDL. DISTRICT AND SESSIONS JUDGE DODBALLAPUR
3,Karnataka,BENGALURU RURAL,21,13,III Addl. District and Sessions Judge  ANEKAL
3,Karnataka,BENGALURU RURAL,21,18,V ADDITIONAL DIST  SESSIONS JUDGE  DEVANAHALLI.
3,Karnataka,MANDYA,22,18,III ADL DISTRICT AND SESSIONS JUDGE SRPATTANA
3,Karnataka,DAKSHINA KANNADA,24,9,V ADDL.DISTRICT AND SESSIONS JUDGE PUTTUR
3,Karnataka,KODAGU,25,8,II Addl DISTRICT AND SESSIONS COURT VIRAJPET
3,Karnataka,CHAMRAJNAGAR,27,8,ADDL. DISTRICT AND SESSIONS COURT Kollegal
3,Karnataka,CHIKKABALLAPUR,29,7,II ADDL DISTRICT AND SESSIONS COURT CHINTAMANI
3,Karnataka,KOPPAL,7,11,Addl District and Sessions Court
3,Karnataka,SHIVAMOGGA,15,13,V ADJ SHIVAMOGGA SITTING AT SAGARA
3,Karnataka,SHIVAMOGGA,15,18,IV ADJ Shivamogga sitting at Bhadravathi
3,Karnataka,RAMANAGARAM,28,7,II ADJ RAMANAGARA SITTING AT KANAKAPURA
3,Karnataka,BENGALURU RURAL,21,14,CJM RURAL COURT BENGALURU
3,Karnataka,BENGALURU,20,2,Chief Metropolitan Magistrate Court
3,Karnataka,BENGALURU,20,8,AddlChief Metropolitan Magistrate Court Bengaluru
4,Kerala,Kasaragod,1,1,PRINCIPAL DISTRICT AND SESSIONS COURT
4,Kerala,Ernakulam,2,1,DISTRICT AND SESSIONS COURT
4,Kerala,Kannur,3,1,District and Sessions Court
4,Kerala,Thrissur,4,1,DISTRICT COURT ESTABLISHMENT
4,Kerala,Kozhikode,5,1,District and Sessions Court
4,Kerala,Alappuzha,6,1,District and Sessions Court
4,Kerala,Idukki,7,1,District and sessions court Thodupuzha
4,Kerala,Palakkad,8,1,DISTRICT AND SESSIONS COURT PALAKKAD
4,Kerala,Thiruvananthapuram,9,1,District and Sessions Court
4,Kerala,Kottayam,10,1,District and Sessions Court
4,Kerala,Malappuram,11,1,District and Sessions Court
4,Kerala,Pathanamthitta,12,1,DISTRICT AND SESSIONS COURT PATHANAMTHITTA
4,Kerala,Lakshadweep,13,1,District and Sessions Court
4,Kerala,Wayanad,16,1,DISTRICT COURT
4,Kerala,Kollam,15,19,District and Sessions Court
4,Kerala,Ernakulam,2,32,Vth Addl District Court
4,Kerala,Ernakulam,2,38,Addl District and Sessions Court N.Paravur
4,Kerala,Ernakulam,2,52,Additional District and Sessions Court-POCSO
4,Kerala,Thrissur,4,10,Addl. Dist. and Sessions Court/MACT Irinjalakuda
4,Kerala,Kozhikode,5,12,Additional District and Sessions Court
4,Kerala,Kozhikode,5,24,Additional District and Sessions Court III
4,Kerala,Alappuzha,6,21,ADDL.DISTRICT AND SESSIONS COURT-I MAVELIKARA
4,Kerala,Palakkad,8,17,Addl District  Sessions Court  MACT  Ottapalam
4,Kerala,Thiruvananthapuram,9,22,Addl District and Sessions Court Neyyattinkara
4,Kerala,Kottayam,10,19,MACT / ADDL. DISTRICT AND SESSIONS COURT PALA
4,Kerala,Ernakulam,2,47,ADDL. DISTRICT  AND SESSIONS COURT MUVATTUPUZHA
4,Kerala,Kozhikode,5,38,Additional District Court (POCSO Act ) Kozhikode
4,Kerala,Kollam,15,21,Addl.District and Sessions Court-III
4,Kerala,Kasaragod,1,4,CHIEF JUDICIAL MAGISTRATE COURT KASARAGOD
4,Kerala,Ernakulam,2,4,Chief Judicial Magistrate
4,Kerala,Kannur,3,4,CJM Court Thalassery.
4,Kerala,Thrissur,4,4,CJM COURT THRISSUR
4,Kerala,Kozhikode,5,11,Chief Judicial Magistrate Court Kozhikode
4,Kerala,Alappuzha,6,5,Chief Judicial Magistrate Court  Alappuzha
4,Kerala,Idukki,7,5,Chief Judicial Magistrate Court Thodupuzha
4,Kerala,Palakkad,8,4,CHIEF JUDICIAL MAGISTRATE COURT  PALAKKAD
4,Kerala,Thiruvananthapuram,9,4,Chief Judicial Magistrate  Court  Trivandrum
4,Kerala,Kottayam,10,7,Chief Judicial Magistrate Court Kottayam
4,Kerala,Malappuram,11,6,Chief Judicial Magistrates Court Manjeri
4,Kerala,Pathanamthitta,12,4,CHIEF JUDICIAL MAGISTRATE COURT PATHANAMTHITTA
4,Kerala,Kollam,15,4,CJM Court
4,Kerala,Kollam,15,14,Court of the Judicial Magistrate of 1st Class 1
4,Kerala,Wayanad,16,2,CJM COURT KALPETTA
4,Kerala,Ernakulam,2,5,Additional Chief Judicial Magistrate
4,Kerala,Kannur,3,5,ACJM Court Thalassery
4,Kerala,Thiruvananthapuram,9,5,Addl Chief Judicial Magistrate Trivandrum
4,Kerala,Ernakulam,2,5,Additional Chief Judicial Magistrate Ernakulam
5,Himachal Pradesh,Hamirpur,1,1,DISTRICT AND SESSIONS COURT HAMIRPUR
5,Himachal Pradesh,Kangra,2,1,District and Sessions Court
5,Himachal Pradesh,Una,4,1,District and Sessions Judge
5,Himachal Pradesh,Solan,5,1,District and Sessions Court
5,Himachal Pradesh,Solan,5,11,District  & Sessions Judge
5,Himachal Pradesh,Mandi,6,17,District and Sessions Court
5,Himachal Pradesh,Bilaspur,7,1,District and Sessions Court
5,Himachal Pradesh,Chamba,8,1,District and Sessions Judge Chamba
5,Himachal Pradesh,Kinnaur,9,2,District  and Sessions Judge
5,Himachal Pradesh,Kullu,10,1,District and Session Judge
5,Himachal Pradesh,Shimla,11,9,District and Sessions Judge Rohru
5,Himachal Pradesh,Shimla,11,10,District and Sessions Judge Shimla
5,Himachal Pradesh,Kinnaur,9,3,District & Sessions judge
5,Himachal Pradesh,Bilaspur,7,2,Addl. District and Session Court Ghumarwin
5,Himachal Pradesh,Hamirpur,1,4,CHIEF JUDICIAL MAGISTRATE HAMIRPUR H.P.
5,Himachal Pradesh,Kangra,2,8,Chief Judicial Magistrate Kangra at Dharamshala
5,Himachal Pradesh,Una,4,2,Chief Judicial Magistrate TC Amb
5,Himachal Pradesh,Una,4,3,Chief Judicial Magistrate Una
5,Himachal Pradesh,Solan,5,5,Chief Judicial Magistrate
5,Himachal Pradesh,Solan,5,7,Chief Judicial Magistrate(CJM)
5,Himachal Pradesh,Solan,5,8,Chief Judicial Magistrate TC Arki
5,Himachal Pradesh,Solan,5,12,Chief Judicial Magistrate TC Kasauli
5,Himachal Pradesh,Mandi,6,2,Cheif Judicial Magistrate TC Sarkaghat
5,Himachal Pradesh,Mandi,6,4,Chief Judicial Magistrate TC Gohar
5,Himachal Pradesh,Mandi,6,5,Chief Judicial Magistrate TC Karsog
5,Himachal Pradesh,Mandi,6,7,Cheif Judicial Magistrate TC Sundernagar
5,Himachal Pradesh,Mandi,6,9,Chief Judicial Magistrate TC Jogindernagar
5,Himachal Pradesh,Mandi,6,19,Chief Judicial Magistrate Mandi
5,Himachal Pradesh,Chamba,8,4,Chief Judicial Magistrate Chamba
5,Himachal Pradesh,Kinnaur,9,4,Chief Judicial Magistrate Rampur
5,Himachal Pradesh,Kinnaur,9,6,Chief Judicial Magistrate Ani
5,Himachal Pradesh,Kinnaur,9,8,Chief Judicial Magistrate Reckong Peo
5,Himachal Pradesh,Kullu,10,3,Chief Judicial magistrate Kullu
5,Himachal Pradesh,Shimla,11,11,Chief Judicial Magistrate Shimla
5,Himachal Pradesh,Kullu,10,2,Chief Judicial Magistrate  Manali
5,Himachal Pradesh,Hamirpur,1,6,ADDITIONAL CHIEF JUDICIAL MAGISTRATE NADAUN
5,Himachal Pradesh,Kangra,2,4,Additional Chief Judicial Magistrate Kangra
5,Himachal Pradesh,Kangra,2,12,Additional Chief Judicial Magistrate Dehra
5,Himachal Pradesh,Kangra,2,14,Additional Chief Judicial Magistrate  Palampur
5,Himachal Pradesh,Kangra,2,16,Additional Chief Judicial Magistrate Nurpur
5,Himachal Pradesh,Shimla,11,1,Additional Chief Judicial Magistrate Theog
5,Himachal Pradesh,Shimla,11,8,Additional Chief Judicial Magistrate  Rohru
6,Assam,Tinsukia,2,2,District and Sessions Judge
6,Assam,Sivasagar,3,2,District and Sessions Judge Court
6,Assam,Morigaon,4,2,District and Sessions Judge
6,Assam,Lakhimpur,5,2,District and Sessions Judge
6,Assam,Sonitpur,6,2,District and Sessions Judge Sonitpur Tezpur
6,Assam,Dibrugarh,7,2,District and Sessions Judge
6,Assam,Darrang,8,2,District and Sessions Judge
6,Assam,Bongaigaon,9,3,District And Sessions Judge
6,Assam,Nagaon,10,2,District and Sessions Judge
6,Assam,Jorhat,11,2,District and Sessions Judge
6,Assam,Karimganj,12,1,District and Sessions Judge Court Karimganj
6,Assam,Cachar,13,1,District And Sessions Judge Court
6,Assam,Nalbari,15,1,District and Sessions Judge
6,Assam,Dhubri,16,1,District and Sessions Judge
6,Assam,Dhemaji,17,1,District and Sessions Judge
6,Assam,Goalpara,18,1,District and Sessions Judge
6,Assam,Barpeta,20,1,District and Sessions Judge
6,Assam,Hailakandi,21,1,District and Sessions Judge
6,Assam,Kokrajhar,22,1,District and Sessions Judge
6,Assam,Kamrup,23,2,District and Sessions Judge
6,Assam,Udalguri,24,3,District And Sessions Court
6,Assam,Karbi Anglong,26,1,District and Sessions Judge
6,Assam,Baksa,27,1,District and Sessions Judge
6,Assam,Dima Hasao,28,1,District and Sessions Judge
6,Assam,Chirang,25,1,District And Session Judge Establishment
6,Assam,Kamrup Metro,1,4,Dist Judge and Addl Dist Judges
6,Assam,Golaghat,19,1,GLT_DJ_ESTT
6,Assam,Sivasagar,3,8,Addl Dist and Sessions Judge
6,Assam,Sonitpur,6,7,Addl District and Sessions Judge
6,Assam,Nagaon,10,8,Addl. District and Sessions Judge FTC
6,Assam,Dhubri,16,8,Additional District and Sessions Judge
6,Assam,Barpeta,20,8,Addl. District and Sessions Judge
6,Assam,Kamrup,23,6,Additional District and Sessions Judge Rangia
6,Assam,Chirang,25,6,Additional District and Sessions Judge
6,Assam,Tinsukia,2,9,Addl. District and Sessions Judge
6,Assam,Barpeta,20,8,Addl. District & Sessions Judge
6,Assam,Bongaigaon,9,10,Additional District and Sessions Judge
6,Assam,Udalguri,24,4,Additional District And Sessions Judge
6,Assam,Kamrup Metro,1,8,Chief Judicial Magistrate Kamrup
6,Assam,Tinsukia,2,5,Chief Judicial Magistrate
6,Assam,Sivasagar,3,4,Chief Judicial Magistrate Court
6,Assam,Morigaon,4,5,Chief Judicial Magistrate Morigaon
6,Assam,Lakhimpur,5,4,Chief Judicial Magistrate
6,Assam,Sonitpur,6,4,Chief Judicial Magistrate Sonitpur Tezpur
6,Assam,Dibrugarh,7,4,Chief Judicial Magistrate
6,Assam,Darrang,8,5,Chief Judicial Magistrate
6,Assam,Bongaigaon,9,6,Chief Judicial Magistrate
6,Assam,Nagaon,10,4,Chief Judicial Magistrate
6,Assam,Jorhat,11,4,Chief Judicial Magistrate
6,Assam,Karimganj,12,4,Chief Judicial Magistrate Court Complex
6,Assam,Cachar,13,4,Chief Judicial Magistrate Court
6,Assam,Nalbari,15,3,Chief Judicial Magistrate
6,Assam,Dhubri,16,3,Chief Judicial Magistrate
6,Assam,Dhemaji,17,2,Chief Judicial Magistrate
6,Assam,Goalpara,18,3,Chief Judicial Magistrate
6,Assam,Barpeta,20,3,Chief Judicial Magistrate
6,Assam,Hailakandi,21,2,Chief Judicial Magistrate
6,Assam,Kokrajhar,22,3,Chief Judicial Magistrate
6,Assam,Kamrup,23,4,Chief Judicial Magistrate
6,Assam,Udalguri,24,2,Chief Judicial Magistrate
6,Assam,Chirang,25,2,Chief Judicial Magistrate Establishment
6,Assam,Karbi Anglong,26,3,Chief Judicial Magistrate
6,Assam,Dima Hasao,28,3,Chief Judicial Magistrate
6,Assam,Sivasagar,3,4,Chief Judicial Magistrate Establishment
6,Assam,Baksa,27,3,Chief Judicial Magistrate
6,Assam,Golaghat,19,3,GLT_CJM_ESTT
7,Jharkhand,Bokaro,1,2,Principal District and  Sessions Judge
7,Jharkhand,Dumka,2,2,District and Sessions Courts
7,Jharkhand,Koderma,3,1,Principal District  Sessions Judge
7,Jharkhand,West Singhbhum at Chaibasa,4,2,District And Sessions Court
7,Jharkhand,Gumla,5,1,District and Sessions Court
7,Jharkhand,Godda,6,2,District and Sessions Courts
7,Jharkhand,Hazaribagh,7,2,Principal District & Sessions Judge Hazaribag
7,Jharkhand,Lohardaga,8,4,Principal District Judge
7,Jharkhand,Dhanbad,9,4,District and Sessions Judge Dhanbad
7,Jharkhand,Giridih,10,1,District And Sessions Courts Giridih
7,Jharkhand,East Singhbhum at Jamshedpur,11,1,District and Sessions Courts
7,Jharkhand,Jamtara,12,1,District and Sessions Courts
7,Jharkhand,Pakur,14,1,DISTRICT AND SESSIONS COURT PAKUR
7,Jharkhand,Seraikella,15,1,District And Sessions Court
7,Jharkhand,Daltonganj,17,1,Principal District and Sessions Judge Palamau
7,Jharkhand,Simdega,18,1,District And Sessions Court
7,Jharkhand,Latehar,19,1,District and Sessions Courts
7,Jharkhand,Garhwa,20,1,Principal District Judge
7,Jharkhand,Sahibganj,21,1,Principal District Judge Espb
7,Jharkhand,RAMGARH,23,1,District and Sessions Judge Courts
7,Jharkhand,KHUNTI,24,1,Principal District and Sessions Judge Khunti
7,Jharkhand,Chatra,13,1,P.D.J. ESTABLISHMENT CHATRA JHARKHAND
7,Jharkhand,Deoghar,16,1,{PDJ Establishment Deoghar Jharkhand}
7,Jharkhand,Bokaro,1,3,Chief Judicial Magistrate
7,Jharkhand,Koderma,3,5,Chief Judicial Magistrate Koderma
7,Jharkhand,West Singhbhum at Chaibasa,4,4,Chief Judicial Magistrate
7,Jharkhand,Godda,6,5,Chief Judicial Magistrate Courts
